1776559883,458.51953125
1776559898,457.4140625
1776559913,457.40234375
1776559928,452.50390625
1776559943,456.015625
1776559958,456.69921875
1776559973,456.69140625
1776559988,457.1484375
1776560003,457.1484375
1776560018,452.421875
1776560033,481.20703125
1776560048,466.078125
1776560063,465.85546875
1776560078,465.828125
1776560093,467.46875
1776560108,468.82421875
1776560123,469.69140625
1776560138,470.375
1776560153,470.3125
1776560168,472.140625
1776560183,473.53515625
1776560198,467.19921875
1776560213,469.0703125
1776560228,471.16796875
1776560243,471.61328125
1776560258,468.20703125
1776560273,468.55859375
1776560288,468.28125
1776560303,468.69140625
1776560318,472.58984375
1776560333,472.3046875
1776560348,469.26171875
1776560363,468.63671875
1776560378,488.58984375
1776560393,471.984375
1776560408,469.50390625
1776560423,470.14453125
1776560438,472.1171875
1776560453,472.68359375
1776560468,474.5703125
1776560483,476.3203125
1776560498,476.93359375
1776560513,468.703125
1776560528,462.4453125
1776560543,465.9765625
1776560558,467.22265625
1776560573,462.5625
1776560588,465.546875
1776560603,462.1328125
1776560618,463.6015625
1776560633,468.8046875
1776560648,476.76171875
1776560663,478.34375
1776560678,479.76171875
1776560693,473.2734375
1776560708,473.1875
1776560723,467.94140625
1776560738,469.44140625
1776560753,465.03515625
1776560768,472.78515625
1776560783,467.12890625
1776560798,464.66015625
1776560813,460.91796875
1776560828,457.640625
1776560843,471.21875
1776560858,455.5703125
1776560873,455.03125
1776560888,459.7578125
1776560903,458.359375
1776560918,459.01171875
1776560933,469.29296875
1776560948,462.765625
1776560963,465.99609375
1776560978,455.58203125
1776560993,462.2890625
1776561008,466.86328125
1776561023,467.1640625
1776561038,466.83984375
1776561053,466.07421875
1776561068,468.2578125
1776561083,467.4453125
1776561098,467.39453125
1776561113,478.8671875
1776561128,462.171875
1776561143,464.65625
1776561158,460.484375
1776561173,460.94921875
1776561188,462.609375
1776561203,460.78125
1776561218,463.4375
1776561233,463.73828125
1776561248,457.421875
1776561263,458.1796875
1776561278,462.38671875
1776561293,457.8984375
1776561308,456.046875
1776561323,452.84375
1776561338,457.11328125
1776561353,454.28515625
1776561368,450.65234375
1776561383,451.0859375
1776561398,452.5078125
1776561413,453.74609375
1776561428,454.5703125
1776561443,454.42578125
1776561458,459.62890625
1776561473,453.30078125
1776561488,457.6875
1776561503,459.59375
1776561518,458.91796875
1776561533,462.3046875
1776561548,461.19140625
1776561563,461.07421875
1776561578,465.37890625
1776561593,467.0390625
1776561608,470.49609375
1776561623,471.1953125
1776561638,472.6015625
1776561653,479.90234375
1776561668,479.23046875
1776561683,475.7109375
1776561698,474.87890625
1776561713,479.2890625
1776561728,475.14453125
1776561743,475.62890625
1776561758,478.54296875
1776561773,479
1776561788,496.46875
1776561803,484.9609375
1776561818,484.34765625
1776561833,468.75390625
1776561848,459.3984375
1776561863,460.1640625
1776561878,466.52734375
1776561893,461.703125
1776561908,466.17578125
1776561923,469.75390625
1776561938,474.37109375
1776561953,480.0703125
1776561968,487.6640625
1776561983,495.58203125
1776561998,490.19921875
1776562013,489.3984375
1776562028,496.7890625
1776562043,494.22265625
1776562058,490.91796875
1776562073,493.59375
1776562088,498.03515625
1776562103,488.55078125
1776562118,497.9453125
1776562133,493.453125
1776562148,490.32421875
1776562163,487.92578125
1776562178,489.4609375
1776562193,495.0390625
1776562208,519.7578125
1776562223,501.43359375
1776562238,490.4765625
1776562253,495.16015625
1776562268,501.14453125
1776562283,489.1640625
1776562298,490.95703125
1776562313,490.65234375
1776562328,497.03125
1776562343,485.828125
1776562358,487.234375
1776562373,488.671875
1776562388,487.9921875
1776562403,507.15234375
1776562418,494.2265625
1776562433,496.06640625
1776562448,470.6015625
1776562463,461.75390625
1776562478,461.53515625
1776562493,461.71484375
1776562508,465.3203125
1776562523,467.05859375
1776562538,468.63671875
1776562553,475.5
1776562568,487.765625
1776562583,478.33984375
1776562598,483.48046875
1776562613,499.6015625
1776562628,495.00390625
1776562643,613.640625
1776562658,515.6328125
1776562673,517.2890625
1776562688,700.9921875
1776562703,513.30078125
1776562718,686.44921875
1776562733,521.8984375
1776562748,631.46875
1776562763,682.80859375
1776562778,686.4921875
1776562793,692.0078125
1776562808,522.37109375
1776562823,692.23828125
1776562838,587.8671875
1776562853,690.0703125
1776562868,688.1875
1776562883,523.79296875
1776562898,680.76953125
1776562913,692.2265625
1776562928,564.73046875
1776562943,684.953125
1776562958,560.171875
1776562973,514.71484375
1776562988,513.9453125
1776563003,514.4140625
1776563018,498.94140625
1776563033,496.1328125
1776563048,499.79296875
1776563063,500.6875
1776563078,520.55078125
1776563093,520.12890625
1776563108,604.125
1776563123,628.33203125
1776563138,620.8671875
1776563153,641.03515625
1776563168,627.015625
1776563183,635.0859375
1776563198,609.32421875
1776563213,640.65234375
1776563228,634.00390625
1776563243,480.8125
1776563258,494.56640625
1776563273,498.953125
1776563288,498.953125
